UF,Municipio,IBGE,IBGE7,UF,Município,latitude,longitude,Região,População 2010,Porte,BOTULISMO,LEISHMANIOSE VISCERAL,LEISHMANIOSE TEGUMENTAR,FEBRE AMARELA,DENGUE,HEPATITE VIRAL,FEBRE MACULOSA,LEPTOSPIROSE,DOENÇA DE CHAGAS,PICADAS DE COBRAS,ZIKA VÍRUS,FEBRE TIFÓIDE,HANTAVIROSE,MENINGITE,RAIVA
CE,Apuiarés,230090,2300903,CE,Apuiarés,"-3,94506","-39,4359",Região Nordeste,13925,Pequeno I,0,0,0,0,2,1,0,0,0,9,0,0,0,0,0
SE,Aquidabã,280020,2800209,SE,Aquidabã,"-10,278","-37,0148",Região Nordeste,20056,Pequeno II,0,0,0,0,9,0,0,0,0,1,20,0,0,0,0
MS,Aquidauana,500110,5001102,MS,Aquidauana,"-20,4666","-55,7868",Região Centro-Oeste,45614,Pequeno II,0,2,0,0,358,8,0,0,0,57,23,0,0,0,0
CE,Aquiraz,230100,2301000,CE,Aquiraz,"-3,89929","-38,3896",Região Nordeste,72628,Médio,0,0,0,0,7,0,0,0,0,13,5,0,0,0,0
SC,Arabutã,420127,4201273,SC,Arabutã,"-27,1587","-52,1423",Região Sul,4193,Pequeno I,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0
PB,Araçagi,250080,2500809,PB,Araçagi,"-6,84374","-35,3737",Região Nordeste,17224,Pequeno I,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0
MG,Araçaí,310320,3103207,MG,Araçaí,"-19,1955","-44,2493",Região Sudeste,2243,Pequeno I,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0
SE,Aracaju,280030,2800308,SE,Aracaju,"-10,9091","-37,0677",Região Nordeste,571149,Grande,0,55,12,0,1083,532,0,62,0,1261,189,0,0,18,0
SP,Araçariguama,350275,3502754,SP,Araçariguama,"-23,4366","-47,0608",Região Sudeste,17080,Pequeno I,0,0,1,0,1,11,0,0,0,85,1,0,0,0,0
BA,Araças,290205,2902054,BA,Araças,"-12,22","-38,2027",Região Nordeste,11561,Pequeno I,0,0,0,0,13,0,0,0,0,18,0,0,0,0,0
CE,Aracati,230110,2301109,CE,Aracati,"-4,55826","-37,7679",Região Nordeste,69159,Médio,0,1,0,0,425,15,0,0,0,124,67,0,0,0,0
BA,Aracatu,290200,2902005,BA,Aracatu,"-14,428","-41,4648",Região Nordeste,13743,Pequeno I,0,0,0,0,50,0,0,0,0,74,2,0,0,0,0
SP,Araçatuba,350280,3502804,SP,Araçatuba,"-21,2076","-50,4401",Região Sudeste,181579,Grande,0,9,5,0,2597,120,0,0,0,1342,64,0,0,37,0
BA,Araci,290210,2902104,BA,Araci,"-11,3253","-38,9584",Região Nordeste,51651,Médio,0,3,1,0,237,3,0,0,0,67,7,0,0,0,0
MG,Aracitaba,310330,3103306,MG,Aracitaba,"-21,3446","-43,3736",Região Sudeste,2058,Pequeno I,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CE,Aracoiaba,230120,2301208,CE,Aracoiaba,"-4,36872","-38,8125",Região Nordeste,25391,Pequeno II,0,0,0,0,7,2,0,0,0,8,1,0,0,0,0
PE,Araçoiaba,260105,2601052,PE,Araçoiaba,"-7,78391","-35,0809",Região Nordeste,18156,Pequeno I,0,0,7,0,0,0,0,0,0,55,1,0,0,0,0
SP,Araçoiaba da Serra,350290,3502903,SP,Araçoiaba da Serra,"-23,5029","-47,6166",Região Sudeste,27299,Pequeno II,0,0,0,0,10,1,0,0,0,10,0,0,0,0,0
ES,Aracruz,320060,3200607,ES,Aracruz,"-19,82","-40,2764",Região Sudeste,81832,Médio,0,0,0,0,0,24,0,0,0,0,8,0,0,0,0
GO,Araçu,520160,5201603,GO,Araçu,"-16,3563","-49,6804",Região Centro-Oeste,3802,Pequeno I,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MG,Araçuaí,310340,3103405,MG,Araçuaí,"-16,8523","-42,0637",Região Sudeste,36013,Pequeno II,0,3,48,0,851,7,0,0,0,61,4,0,0,0,0
GO,Aragarças,520170,5201702,GO,Aragarças,"-15,8955","-52,2372",Região Centro-Oeste,18305,Pequeno I,0,0,11,0,67,1,0,0,0,28,5,0,0,0,0
GO,Aragoiânia,520180,5201801,GO,Aragoiânia,"-16,9087","-49,4476",Região Centro-Oeste,8365,Pequeno I,0,0,0,0,31,1,0,0,0,19,1,0,0,0,0
TO,Aragominas,170130,1701309,TO,Aragominas,"-7,16005","-48,5291",Região Norte,5882,Pequeno I,0,0,0,0,7,2,0,0,0,13,40,0,0,0,0
TO,Araguacema,170190,1701903,TO,Araguacema,"-8,80755","-49,5569",Região Norte,6317,Pequeno I,0,0,8,0,3,1,0,1,0,29,1,0,0,0,0
TO,Araguaçu,170200,1702000,TO,Araguaçu,"-12,9289","-49,8231",Região Norte,8786,Pequeno I,0,0,2,0,12,0,0,0,0,41,0,0,0,0,0
MT,Araguaiana,510100,5101001,MT,Araguaiana,"-15,7291","-51,8341",Região Centro-Oeste,3197,Pequeno I,0,0,7,0,76,0,0,0,0,23,2,0,0,0,0
TO,Araguaína,170210,1702109,TO,Araguaína,"-7,19238","-48,2044",Região Norte,150484,Grande,0,82,43,0,382,197,0,7,12,930,161,0,0,4,0
MT,Araguainha,510120,5101209,MT,Araguainha,"-16,857","-53,0318",Região Centro-Oeste,1096,Pequeno I,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0
TO,Araguanã,170215,1702158,TO,Araguanã,"-6,58225","-48,6395",Região Norte,5030,Pequeno I,0,0,0,0,6,1,0,0,0,21,2,0,0,0,0
MA,Araguanã,210087,2100873,MA,Araguanã,"-2,94644","-45,6589",Região Nordeste,13973,Pequeno I,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
GO,Araguapaz,520215,5202155,GO,Araguapaz,"-15,0909","-50,6315",Região Centro-Oeste,7510,Pequeno I,0,0,3,0,32,3,0,0,0,17,0,0,0,0,0
MG,Araguari,310350,3103504,MG,Araguari,"-18,6456","-48,1934",Região Sudeste,109801,Grande,0,0,0,1,273,46,0,0,0,351,40,0,0,0,0
TO,Araguatins,170220,1702208,TO,Araguatins,"-5,64659","-48,1232",Região Norte,31329,Pequeno II,0,2,3,0,11,6,0,0,0,117,170,0,0,0,0
MA,Araioses,210090,2100907,MA,Araioses,"-2,89091","-41,905",Região Nordeste,42505,Pequeno II,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
MS,Aral Moreira,500124,5001243,MS,Aral Moreira,"-22,9385","-55,6334",Região Centro-Oeste,10251,Pequeno I,0,0,2,0,326,2,0,0,0,2,3,0,0,0,0
BA,Aramari,290220,2902203,BA,Aramari,"-12,0884","-38,4969",Região Nordeste,10036,Pequeno I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,Arambaré,430085,4300851,RS,Arambaré,"-30,9092","-51,5046",Região Sul,3693,Pequeno I,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MA,Arame,210095,2100956,MA,Arame,"-4,88347","-46,0032",Região Nordeste,31702,Pequeno II,0,0,8,0,6,3,0,0,0,163,0,0,0,0,0
SP,Aramina,350300,3503000,SP,Aramina,"-20,0882","-47,7873",Região Sudeste,5152,Pequeno I,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SP,Arandu,350310,3503109,SP,Arandu,"-23,1386","-49,0487",Região Sudeste,6123,Pequeno I,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0
MG,Arantina,310360,3103603,MG,Arantina,"-21,9102","-44,2555",Região Sudeste,2823,Pequeno I,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
SP,Arapeí,350315,3503158,SP,Arapeí,"-22,6717","-44,4441",Região Sudeste,2493,Pequeno I,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0
AL,Arapiraca,270030,2700300,AL,Arapiraca,"-9,75487","-36,6615",Região Nordeste,214006,Grande,0,1,0,0,146,9,0,1,0,2374,226,0,0,0,0
TO,Arapoema,170230,1702307,TO,Arapoema,"-7,65463","-49,0637",Região Norte,6742,Pequeno I,0,0,1,0,29,2,0,0,0,22,8,0,0,0,0
MG,Araponga,310370,3103702,MG,Araponga,"-20,6686","-42,5178",Região Sudeste,8152,Pequeno I,0,0,0,0,0,1,0,0,0,55,0,0,0,0,0
PR,Arapongas,410150,4101507,PR,Arapongas,"-23,4153","-51,4259",Região Sul,104150,Grande,0,0,2,0,569,83,0,6,0,10,0,0,0,0,0
MG,Araporã,310375,3103751,MG,Araporã,"-18,4357","-49,1847",Região Sudeste,6144,Pequeno I,0,0,0,0,20,0,0,0,0,9,1,0,0,0,0
PR,Arapoti,410160,4101606,PR,Arapoti,"-24,1548","-49,8285",Região Sul,25855,Pequeno II,0,0,0,0,58,11,0,1,0,61,0,0,0,0,0
MG,Arapuá,310380,3103801,MG,Arapuá,"-19,0268","-46,1484",Região Sudeste,2775,Pequeno I,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
PR,Arapuã,410165,4101655,PR,Arapuã,"-24,3132","-51,7856",Região Sul,3561,Pequeno I,0,0,0,0,18,9,0,1,0,3,0,0,0,0,0
MT,Araputanga,510125,5101258,MT,Araputanga,"-15,4641","-58,3425",Região Centro-Oeste,15342,Pequeno I,0,0,5,0,149,11,0,0,0,16,14,0,0,0,0
SC,Araquari,420130,4201307,SC,Araquari,"-26,3754","-48,7188",Região Sul,24810,Pequeno II,0,0,0,0,27,1,0,1,0,12,1,0,0,0,0
PB,Arara,250090,2500908,PB,Arara,"-6,82813","-35,7552",Região Nordeste,12653,Pequeno I,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SC,Araranguá,420140,4201406,SC,Araranguá,"-28,9356","-49,4918",Região Sul,61310,Médio,0,0,0,0,1,76,0,16,0,32,1,0,0,3,0
SP,Araraquara,350320,3503208,SP,Araraquara,"-21,7845","-48,178",Região Sudeste,208662,Grande,0,1,1,0,262,137,0,0,0,347,34,0,0,15,0
SP,Araras,350330,3503307,SP,Araras,"-22,3572","-47,3842",Região Sudeste,118843,Grande,0,0,1,0,897,142,6,4,0,42,17,0,0,13,0
CE,Ararendá,230125,2301257,CE,Ararendá,"-4,74567","-40,831",Região Nordeste,10491,Pequeno I,0,0,1,0,14,0,0,0,0,16,1,0,0,0,0
MA,Arari,210100,2101004,MA,Arari,"-3,45214","-44,7665",Região Nordeste,28488,Pequeno II,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0
RS,Araricá,430087,4300877,RS,Araricá,"-29,6168","-50,9291",Região Sul,4864,Pequeno I,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0
CE,Araripe,230130,2301307,CE,Araripe,"-7,21319","-40,1359",Região Nordeste,20685,Pequeno II,0,1,0,0,98,0,0,0,0,4,2,0,0,0,0
PE,Araripina,260110,2601102,PE,Araripina,"-7,57073","-40,494",Região Nordeste,77302,Médio,0,5,0,0,113,1,0,0,0,40,12,0,0,0,0
RJ,Araruama,330020,3300209,RJ,Araruama,"-22,8697","-42,3326",Região Sudeste,112008,Grande,0,0,0,0,24,26,0,2,0,60,5,0,0,0,0
PB,Araruna,250100,2501005,PB,Araruna,"-6,54848","-35,7498",Região Nordeste,18879,Pequeno I,0,0,0,0,43,0,0,0,0,18,3,0,0,0,0
PR,Araruna,410170,4101705,PR,Araruna,"-23,9315","-52,5021",Região Sul,13419,Pequeno I,0,0,0,0,186,10,0,1,0,10,0,0,0,0,0
BA,Arataca,290225,2902252,BA,Arataca,"-15,2651","-39,419",Região Nordeste,10392,Pequeno I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RS,Aratiba,430090,4300901,RS,Aratiba,"-27,3978","-52,2975",Região Sul,6565,Pequeno I,0,0,0,0,0,1,0,1,0,21,0,0,0,0,0
CE,Aratuba,230140,2301406,CE,Aratuba,"-4,41229","-39,0471",Região Nordeste,11529,Pequeno I,0,0,7,0,17,0,0,1,0,26,51,0,0,0,0
BA,Aratuípe,290230,2902302,BA,Aratuípe,"-13,0716","-39,0038",Região Nordeste,8599,Pequeno I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SE,Arauá,280040,2800407,SE,Arauá,"-11,2614","-37,6201",Região Nordeste,10878,Pequeno I,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
PR,Araucária,410180,4101804,PR,Araucária,"-25,5859","-49,4047",Região Sul,119123,Grande,0,0,0,0,11,75,0,16,0,104,0,0,0,1,0
MG,Araújos,310390,3103900,MG,Araújos,"-19,9405","-45,1671",Região Sudeste,7883,Pequeno I,0,0,0,0,106,1,0,0,0,12,4,0,0,0,0
MG,Araxá,310400,3104007,MG,Araxá,"-19,5902","-46,9438",Região Sudeste,93672,Médio,0,1,1,0,168,53,0,2,0,242,11,0,10,2,0
MG,Arceburgo,310410,3104106,MG,Arceburgo,"-21,359","-46,9401",Região Sudeste,9509,Pequeno I,0,0,1,0,104,1,0,0,0,30,0,0,0,0,0
SP,Arco-íris,350335,3503356,SP,Arco-íris,"-21,7728","-50,466",Região Sudeste,1925,Pequeno I,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
MG,Arcos,310420,3104205,MG,Arcos,"-20,2863","-45,5373",Região Sudeste,36597,Pequeno II,0,0,0,0,65,4,0,0,0,136,1,0,0,0,0
PE,Arcoverde,260120,2601201,PE,Arcoverde,"-8,41519","-37,0577",Região Nordeste,68793,Médio,0,1,1,0,73,17,0,1,4,425,27,0,0,1,0
MG,Areado,310430,3104304,MG,Areado,"-21,3572","-46,1421",Região Sudeste,13731,Pequeno I,0,0,0,0,72,2,0,0,0,1,3,0,0,0,0
RJ,Areal,330022,3300225,RJ,Areal,"-22,2283","-43,1118",Região Sudeste,11423,Pequeno I,0,0,0,0,4,0,0,1,0,16,0,0,0,0,0
SP,Arealva,350340,3503406,SP,Arealva,"-22,031","-48,9135",Região Sudeste,7841,Pequeno I,0,0,0,0,7,0,0,0,0,41,0,0,0,0,0
PB,Areia,250110,2501104,PB,Areia,"-6,96396","-35,6977",Região Nordeste,23829,Pequeno II,0,0,3,0,20,0,0,0,0,3,6,0,0,0,0
RN,Areia Branca,240110,2401107,RN,Areia Branca,"-4,95254","-37,1252",Região Nordeste,25315,Pequeno II,0,0,0,0,108,2,0,0,0,62,12,0,0,0,0
SE,Areia Branca,280050,2800506,SE,Areia Branca,"-10,758","-37,3251",Região Nordeste,16857,Pequeno I,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
PB,Areia de Baraúnas,250115,2501153,PB,Areia de Baraúnas,"-7,11702","-36,9404",Região Nordeste,1927,Pequeno I,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PB,Areial,250120,2501203,PB,Areial,"-7,04789","-35,9313",Região Nordeste,6470,Pequeno I,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0
SP,Areias,350350,3503505,SP,Areias,"-22,5786","-44,6992",Região Sudeste,3696,Pequeno I,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
SP,Areiópolis,350360,3503604,SP,Areiópolis,"-22,6672","-48,6681",Região Sudeste,10579,Pequeno I,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0
MT,Arenápolis,510130,5101308,MT,Arenápolis,"-14,4472","-56,8437",Região Centro-Oeste,10316,Pequeno I,0,0,4,0,98,2,0,0,0,8,3,0,0,0,0
GO,Arenópolis,520235,5202353,GO,Arenópolis,"-16,3837","-51,5563",Região Centro-Oeste,3277,Pequeno I,0,0,0,0,37,0,0,0,0,5,0,0,0,0,0
RN,Arês,240120,2401206,RN,Arês,"-6,18831","-35,1608",Região Nordeste,12924,Pequeno I,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0
MG,Argirita,310440,3104403,MG,Argirita,"-21,6083","-42,8292",Região Sudeste,2901,Pequeno I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MG,Aricanduva,310445,3104452,MG,Aricanduva,"-17,8666","-42,5533",Região Sudeste,4770,Pequeno I,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0
MG,Arinos,310450,3104502,MG,Arinos,"-15,9187","-46,1043",Região Sudeste,17674,Pequeno I,0,0,4,0,97,1,0,0,0,118,1,0,0,0,0
MT,Aripuanã,510140,5101407,MT,Aripuanã,"-10,1723","-59,4568",Região Centro-Oeste,18656,Pequeno I,0,0,60,0,128,11,0,0,0,80,0,0,0,0,0
RO,Ariquemes,110002,1100023,RO,Ariquemes,"-9,90571","-63,0325",Região Norte,90353,Médio,0,0,25,0,154,116,1,1,0,137,122,0,0,0,0
SP,Ariranha,350370,3503703,SP,Ariranha,"-21,1872","-48,7904",Região Sudeste,8547,Pequeno I,0,0,0,0,295,0,0,0,0,22,2,0,0,0,0
PR,Ariranha do Ivaí,410185,4101853,PR,Ariranha do Ivaí,"-24,3857","-51,5839",Região Sul,2453,Pequeno I,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0
RJ,Armação Dos Búzios,330023,3300233,RJ,Armação Dos Búzios,"-22,7528","-41,8846",Região Sudeste,27560,Pequeno II,0,0,0,0,1,57,0,0,0,18,1,0,0,0,0
SC,Armazém,420150,4201505,SC,Armazém,"-28,2448","-49,0215",Região Sul,7753,Pequeno I,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
CE,Arneiroz,230150,2301505,CE,Arneiroz,"-6,3165","-40,1653",Região Nordeste,7650,Pequeno I,0,0,0,0,6,0,0,0,0,3,1,0,0,0,0
PI,Aroazes,220090,2200905,PI,Aroazes,"-6,11022","-41,7822",Região Nordeste,5779,Pequeno I,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
PB,Aroeiras,250130,2501302,PB,Aroeiras,"-7,54473","-35,7066",Região Nordeste,19082,Pequeno I,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0
PI,Aroeiras do Itaim,220095,2200954,PI,Aroeiras do Itaim,"-7,24502","-41,5325",Região Nordeste,2440,Pequeno I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI,Arraial,220100,2201002,PI,Arraial,"-6,65075","-42,5418",Região Nordeste,4688,Pequeno I,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0
RJ,Arraial do Cabo,330025,3300258,RJ,Arraial do Cabo,"-22,9774","-42,0267",Região Sudeste,27715,Pequeno II,0,0,0,0,3,1,0,0,0,8,4,0,0,0,0
TO,Arraias,170240,1702406,TO,Arraias,"-12,9287","-46,9359",Região Norte,10645,Pequeno I,0,0,1,0,43,1,0,0,0,94,1,0,0,0,0
RS,Arroio do Meio,430100,4301008,RS,Arroio do Meio,"-29,4014","-51,9557",Região Sul,18783,Pequeno I,0,0,0,0,0,3,0,4,0,8,1,0,0,1,0
RS,Arroio do Padre,430107,4301073,RS,Arroio do Padre,"-31,4389","-52,4246",Região Sul,2730,Pequeno I,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
RS,Arroio do Sal,430105,4301057,RS,Arroio do Sal,"-29,5439","-49,8895",Região Sul,7740,Pequeno I,0,0,0,0,0,10,0,0,0,82,0,0,0,0,0
RS,Arroio do Tigre,430120,4301206,RS,Arroio do Tigre,"-29,3348","-53,0966",Região Sul,12648,Pequeno I,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
RS,Arroio Dos Ratos,430110,4301107,RS,Arroio Dos Ratos,"-30,0875","-51,7275",Região Sul,13606,Pequeno I,0,0,0,0,0,24,0,1,0,1,0,0,0,0,0
RS,Arroio Grande,430130,4301305,RS,Arroio Grande,"-32,2327","-53,0862",Região Sul,18470,Pequeno I,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0
SC,Arroio Trinta,420160,4201604,SC,Arroio Trinta,"-26,9257","-51,3407",Região Sul,3502,Pequeno I,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0
SP,Artur Nogueira,350380,3503802,SP,Artur Nogueira,"-22,5727","-47,1727",Região Sudeste,44177,Pequeno II,0,0,0,0,109,3,0,0,0,32,1,0,0,0,0
GO,Aruanã,520250,5202502,GO,Aruanã,"-14,9166","-51,075",Região Centro-Oeste,7496,Pequeno I,0,0,0,0,39,0,0,0,0,17,0,0,0,0,0
SP,Arujá,350390,3503901,SP,Arujá,"-23,3965","-46,32",Região Sudeste,74905,Médio,0,0,0,0,111,5,0,5,0,15,2,0,0,6,0
SC,Arvoredo,420165,4201653,SC,Arvoredo,"-27,0748","-52,4543",Região Sul,2260,Pequeno I,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
RS,Arvorezinha,430140,4301404,RS,Arvorezinha,"-28,8737","-52,1781",Região Sul,10225,Pequeno I,0,0,1,0,0,1,0,1,0,19,0,0,0,0,0
SC,Ascurra,420170,4201703,SC,Ascurra,"-26,9548","-49,3783",Região Sul,7412,Pequeno I,0,0,0,0,0,4,1,1,0,3,0,0,0,0,0
SP,Aspásia,350395,3503950,SP,Aspásia,"-20,16","-50,728",Região Sudeste,1809,Pequeno I,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
PR,Assaí,410190,4101903,PR,Assaí,"-23,3697","-50,8459",Região Sul,16354,Pequeno I,0,0,0,0,2272,3,0,0,0,11,2,0,0,0,0
CE,Assaré,230160,2301604,CE,Assaré,"-6,8669","-39,8689",Região Nordeste,22445,Pequeno II,0,2,6,0,7,1,0,0,0,2,0,0,0,0,0
SP,Assis,350400,3504008,SP,Assis,"-22,66","-50,4183",Região Sudeste,95144,Médio,0,0,1,0,1067,82,3,9,0,45,5,0,2,6,0
AC,Assis Brasil,120005,1200054,AC,Assis Brasil,"-10,9298","-69,5738",Região Norte,6072,Pequeno I,0,0,73,0,194,5,0,0,0,9,3,0,0,0,0
PR,Assis Chateaubriand,410200,4102000,PR,Assis Chateaubriand,"-24,4168","-53,5213",Região Sul,33025,Pequeno II,0,0,0,0,2897,55,0,1,0,48,0,0,0,2,0
PB,Assunção,250135,2501351,PB,Assunção,"-7,07231","-36,725",Região Nordeste,3522,Pequeno I,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PI,Assunção do Piauí,220105,2201051,PI,Assunção do Piauí,"-5,865","-41,0389",Região Nordeste,7503,Pequeno I,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MG,Astolfo Dutra,310460,3104601,MG,Astolfo Dutra,"-21,3184","-42,8572",Região Sudeste,13049,Pequeno I,0,0,0,0,297,0,0,0,0,12,2,0,0,0,0
PR,Astorga,410210,4102109,PR,Astorga,"-23,2318","-51,6668",Região Sul,24698,Pequeno II,0,0,0,0,681,9,0,2,0,23,1,0,0,0,0
AL,Atalaia,270040,2700409,AL,Atalaia,"-9,5119","-36,0086",Região Nordeste,44322,Pequeno II,0,0,0,0,1,18,0,5,0,209,5,0,0,0,0
PR,Atalaia,410220,4102208,PR,Atalaia,"-23,1517","-52,0551",Região Sul,3913,Pequeno I,0,0,0,0,411,4,0,0,0,2,0,0,0,0,0
AM,Atalaia do Norte,130020,1300201,AM,Atalaia do Norte,"-4,37055","-70,1967",Região Norte,15153,Pequeno I,0,0,8,0,9,27,0,0,0,127,0,0,0,0,0
SC,Atalanta,420180,4201802,SC,Atalanta,"-27,4219","-49,7789",Região Sul,3300,Pequeno I,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0
MG,Ataléia,310470,3104700,MG,Ataléia,"-18,0438","-41,1149",Região Sudeste,14455,Pequeno I,0,0,1,0,13,0,0,0,0,48,0,0,0,0,0
SP,Atibaia,350410,3504107,SP,Atibaia,"-23,1171","-46,5563",Região Sudeste,126603,Grande,0,0,2,0,212,139,0,5,0,150,0,0,0,4,0
ES,Atilio Vivacqua,320070,3200706,ES,Atilio Vivacqua,"-20,913","-41,1986",Região Sudeste,9850,Pequeno I,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TO,Augustinópolis,170255,1702554,TO,Augustinópolis,"-5,46863","-47,8863",Região Norte,15950,Pequeno I,0,13,3,0,7,7,0,0,0,65,7,0,0,0,0
PA,Augusto Corrêa,150090,1500909,PA,Augusto Corrêa,"-1,05109","-46,6147",Região Norte,40497,Pequeno II,0,0,5,0,28,6,0,0,0,16,3,0,0,0,0
MG,Augusto de Lima,310480,3104809,MG,Augusto de Lima,"-18,0997","-44,2655",Região Sudeste,4960,Pequeno I,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0
RS,Augusto Pestana,430150,4301503,RS,Augusto Pestana,"-28,5172","-53,9883",Região Sul,7096,Pequeno I,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
RN,Augusto Severo,240130,2401305,RN,Augusto Severo,"-5,86206","-37,3135",Região Nordeste,9289,Pequeno I,0,0,0,0,6,1,0,0,0,6,1,0,0,0,0
RS,Áurea,430155,4301552,RS,Áurea,"-27,6936","-52,0505",Região Sul,3665,Pequeno I,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
BA,Aurelino Leal,290240,2902401,BA,Aurelino Leal,"-14,321","-39,329",Região Nordeste,13595,Pequeno I,0,0,1,0,20,1,0,0,0,0,0,0,0,0,0
SP,Auriflama,350420,3504206,SP,Auriflama,"-20,6836","-50,5572",Região Sudeste,14202,Pequeno I,0,0,0,0,172,1,0,0,0,111,3,0,0,0,0
GO,Aurilândia,520260,5202601,GO,Aurilândia,"-16,6773","-50,4641",Região Centro-Oeste,3650,Pequeno I,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CE,Aurora,230170,2301703,CE,Aurora,"-6,93349","-38,9742",Região Nordeste,24566,Pequeno II,0,1,0,0,3,0,0,0,0,18,0,0,0,0,0
SC,Aurora,420190,4201901,SC,Aurora,"-27,3098","-49,6295",Região Sul,5549,Pequeno I,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0
PA,Aurora do Pará,150095,1500958,PA,Aurora do Pará,"-2,14898","-47,5677",Região Norte,26546,Pequeno II,0,3,4,0,0,1,0,0,2,26,5,0,0,0,0
TO,Aurora do Tocantins,170270,1702703,TO,Aurora do Tocantins,"-12,7105","-46,4076",Região Norte,3446,Pequeno I,0,0,8,0,0,0,0,0,0,38,0,0,0,0,0
AM,Autazes,130030,1300300,AM,Autazes,"-3,58574","-59,1256",Região Norte,32135,Pequeno II,0,0,9,0,0,10,0,0,0,60,0,0,0,0,0
SP,Avaí,350430,3504305,SP,Avaí,"-22,1514","-49,3356",Região Sudeste,4959,Pequeno I,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SP,Avanhandava,350440,3504404,SP,Avanhandava,"-21,4584","-49,9509",Região Sudeste,11310,Pequeno I,0,0,1,0,52,4,0,0,0,16,1,0,0,0,0
SP,Avaré,350450,3504503,SP,Avaré,"-23,1067","-48,9251",Região Sudeste,82934,Médio,0,0,0,0,16,10,0,0,0,33,0,0,0,3,0
PA,Aveiro,150100,1501006,PA,Aveiro,"-3,60841","-55,3199",Região Norte,15849,Pequeno I,0,0,19,0,0,0,0,0,0,41,0,0,0,0,0
PI,Avelino Lopes,220110,2201101,PI,Avelino Lopes,"-10,1345","-43,9563",Região Nordeste,11067,Pequeno I,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
GO,Avelinópolis,520280,5202809,GO,Avelinópolis,"-16,4672","-49,7579",Região Centro-Oeste,2450,Pequeno I,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0
MA,Axixá,210110,2101103,MA,Axixá,"-2,83939","-44,062",Região Nordeste,11407,Pequeno I,0,0,18,0,0,0,0,1,0,1,2,0,0,0,0
TO,Axixá do Tocantins,170290,1702901,TO,Axixá do Tocantins,"-5,61275","-47,7701",Região Norte,9275,Pequeno I,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
TO,Babaçulândia,170300,1703008,TO,Babaçulândia,"-7,20923","-47,7613",Região Norte,10424,Pequeno I,0,0,0,0,2,0,0,0,0,20,11,0,0,0,0
